WORK_ID,MP_NAME,WORK,CATEGORY,STATE,CONSTITUENCY,IDA,CITY,WARD,BLOCK,VILLAGE,RECOMMENDED_DATE,ALLOCATION_AMOUNT,IDA_APPROVAL,STATUS,HOUSE,is_fraud,fraud_type
24c39620,MP 0090,NA - construction of drainage system,Normal/Others,Rajasthan,Rajasthan Constituency 90,IDA 0132,,,,Village 83,2023-12-24,708256,Action Pending,Sanctioned,Lok Sabha,0,
a62a17d5,MP 0124,NA – installation of RO water purification unit (Phase 2),Normal/Others,Assam,Assam Constituency 124,IDA 0036,,,,,2023-07-16,154079,Action Pending,Unsanctioned,Rajya Sabha,1,duplicate
27ff1ebf,MP 0158,NA - construction of public toilet complex,Normal/Others,West Bengal,West Bengal Constituency 158,IDA 0028,,,,,2024-03-11,407878,Rejected by IDA,Sanctioned,Rajya Sabha,0,
a66f3343,MP 0184,NA - construction of drainage system,Normal/Others,Telangana,Telangana Constituency 184,IDA 0121,,,Block 13,,2023-06-08,969918,Action Pending,Unsanctioned,Rajya Sabha,0,
eae6cfaf,MP 0001,NA - repair of drinking water supply pipeline,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 1,IDA 0028,,,Block 10,Village 33,2023-05-23,1074631,Action Pending,Sanctioned,Lok Sabha,0,
67dceb9b,MP 0201,NA - renovation of government school building,Normal/Others,Maharashtra,Maharashtra Constituency 201,IDA 0144,,Ward 11,,,2023-08-28,1544556,Action Pending,Unsanctioned,Lok Sabha,0,
76347c12,MP 0095,NA - construction of public toilet complex,Normal/Others,Kerala,Kerala Constituency 95,IDA 0329,,,,Village 86,2023-06-17,353038,Approved by IDA,Sanctioned,Lok Sabha,0,
d120670c,MP 0142,NA - installation of hand pumps and borewells,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 142,IDA 0348,,Ward 28,,Village 66,2023-08-01,89458,Action Pending,Sanctioned,Lok Sabha,0,
45ca0938,MP 0168,NA - repair and renovation of anganwadi center,Normal/Others,Bihar,Bihar Constituency 168,IDA 0314,,,Block 12,,2023-06-06,1807607,Action Pending,Sanctioned,Lok Sabha,1,overpricing
44d8d845,MP 0271,NA - development of public park,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 271,IDA 0245,,Ward 10,Block 4,Village 92,2023-05-13,533520,Approved by IDA,Unsanctioned,Rajya Sabha,0,
26457b3c,MP 0243,NA - installation of RO water purification unit,Normal/Others,Assam,Assam Constituency 243,IDA 0138,,,Block 3,Village 98,2023-08-29,251474,Action Pending,Completed,Lok Sabha,0,
7f78e7e2,MP 0035,NA - installation of solar street lights,Normal/Others,West Bengal,West Bengal Constituency 35,IDA 0172,,,,,2023-12-04,272101,Approved by IDA,Unsanctioned,Lok Sabha,0,
b37a51d1,MP 0241,NA - construction of community hall,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 241,IDA 0334,,Ward 30,,Village 16,2023-08-20,3498525,Action Pending,Sanctioned,Lok Sabha,0,
c37d050b,MP 0279,NA - construction of boundary wall for school,Normal/Others,Odisha,Odisha Constituency 279,IDA 0021,,,,,2024-01-08,390424,Rejected by IDA,Unsanctioned,Lok Sabha,0,
ce1aa796,MP 0279,NA - construction of cremation ground shed,Normal/Others,Odisha,Odisha Constituency 279,IDA 0336,,,,,2023-05-22,460916,Action Pending,Unsanctioned,Lok Sabha,0,
9010ce46,MP 0251,NA - installation of RO water purification unit,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 251,IDA 0088,,,,,2024-01-11,277144,Approved by IDA,Sanctioned,Rajya Sabha,0,
5d025fe7,MP 0188,NA - repair of drinking water supply pipeline,Normal/Others,West Bengal,West Bengal Constituency 188,IDA 0313,,Ward 25,,,2023-11-18,661688,Action Pending,Sanctioned,Lok Sabha,0,
901bf39b,MP 0014,NA - installation of hand pumps and borewells,Normal/Others,Rajasthan,Rajasthan Constituency 14,IDA 0082,,Ward 18,,Village 22,2024-03-29,182698,Approved by IDA,Completed,Lok Sabha,0,
1903dc4f,MP 0233,NA - construction of boundary wall for school,Normal/Others,West Bengal,West Bengal Constituency 233,IDA 0207,,Ward 13,,,2023-04-21,759545,Approved by IDA,Unsanctioned,Lok Sabha,0,
5c4679fe,MP 0205,NA - installation of solar street lights,Normal/Others,Odisha,Odisha Constituency 205,IDA 0348,,Ward 24,,Village 91,2024-02-13,479970,Action Pending,Unsanctioned,Lok Sabha,0,
4e6512a3,MP 0202,NA - construction of cremation ground shed,Normal/Others,Karnataka,Karnataka Constituency 202,IDA 0310,,Ward 3,Block 10,,2023-06-01,590244,Action Pending,Unsanctioned,Rajya Sabha,0,
b1c4ba2b,MP 0289,NA - repair of drinking water supply pipeline,Normal/Others,Bihar,Bihar Constituency 289,IDA 0239,,,,Village 32,2023-08-28,1079936,Action Pending,Completed,Lok Sabha,0,
37bd5833,MP 0238,NA - installation of hand pumps and borewells,Normal/Others,Assam,Assam Constituency 238,IDA 0087,,,,,2023-05-13,91657,Action Pending,Sanctioned,Lok Sabha,0,
b4afd794,MP 0155,NA - renovation of government school building,Normal/Others,Odisha,Odisha Constituency 155,IDA 0238,,,,,2023-11-19,1141611,Action Pending,Ongoing,Lok Sabha,0,
4224aa2c,MP 0191,NA - installation of solar street lights,Normal/Others,Bihar,Bihar Constituency 191,IDA 0019,,,Block 15,Village 80,2023-05-24,474776,Action Pending,Unsanctioned,Lok Sabha,0,
822abcf5,MP 0136,NA - construction of boundary wall for school,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 136,IDA 0278,,Ward 10,Block 15,,2023-06-12,516117,Approved by IDA,Unsanctioned,Lok Sabha,0,
f830a14e,MP 0245,NA - repair and renovation of anganwadi center,Normal/Others,Bihar,Bihar Constituency 245,IDA 0243,,,Block 11,Village 24,2023-06-02,349362,Action Pending,Unsanctioned,Lok Sabha,0,
7ffa43c0,MP 0040,NA - construction of public toilet complex,Normal/Others,Telangana,Telangana Constituency 40,IDA 0192,,,,Village 38,2023-09-06,700327,Approved by IDA,Ongoing,Lok Sabha,0,
b95e30f8,MP 0270,NA - development of public park,Normal/Others,Punjab,Punjab Constituency 270,IDA 0088,,,Block 4,,2023-07-04,1155617,Action Pending,Unsanctioned,Lok Sabha,0,
f5fb6342,MP 0078,NA - development of public park,Normal/Others,Kerala,Kerala Constituency 78,IDA 0043,,Ward 2,,Village 68,2023-04-29,841300,Action Pending,Completed,Lok Sabha,0,
3102a216,MP 0175,NA - installation of CCTV surveillance system,Normal/Others,Gujarat,Gujarat Constituency 175,IDA 0215,,,,Village 13,2024-02-02,233225,Action Pending,Unsanctioned,Lok Sabha,0,
318617c1,MP 0217,NA - construction of cremation ground shed,Normal/Others,Karnataka,Karnataka Constituency 217,IDA 0141,,Ward 16,Block 3,,2024-01-05,331498,Action Pending,Unsanctioned,Lok Sabha,0,
f0ef801e,MP 0241,NA - construction of community hall,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 241,IDA 0024,,,Block 10,Village 8,2023-08-12,2752799,Action Pending,Unsanctioned,Lok Sabha,0,
a41adfbc,MP 0048,NA - construction of boundary wall for school,Normal/Others,Bihar,Bihar Constituency 48,IDA 0218,,,Block 4,Village 90,2023-12-04,691803,Action Pending,Unsanctioned,Rajya Sabha,0,
3a8d78f2,MP 0080,NA - construction of public toilet complex,Normal/Others,Haryana,Haryana Constituency 80,IDA 0298,,,,Village 81,2024-03-12,666858,Approved by IDA,Unsanctioned,Lok Sabha,1,vendor_capture
07a9d13f,MP 0031,NA - construction of public toilet complex,Normal/Others,Gujarat,Gujarat Constituency 31,IDA 0086,,,,,2023-06-28,703025,Approved by IDA,Sanctioned,Rajya Sabha,0,
6fe62b77,MP 0259,NA - repair of internal roads,Normal/Others,Kerala,Kerala Constituency 259,IDA 0070,,,,,2023-06-16,1587076,Action Pending,Sanctioned,Rajya Sabha,0,
3b8f9cca,MP 0168,NA - renovation of government school building,Normal/Others,Bihar,Bihar Constituency 168,IDA 0001,,,,,2023-07-12,925837,Approved by IDA,Unsanctioned,Rajya Sabha,0,
86acc9e6,MP 0083,NA - installation of street lights,Normal/Others,Maharashtra,Maharashtra Constituency 83,IDA 0259,,,,,2023-06-07,189001,Action Pending,Sanctioned,Lok Sabha,0,
303cd84b,MP 0192,NA - construction of public toilet complex,Normal/Others,Odisha,Odisha Constituency 192,IDA 0181,,,,,2023-08-06,343775,Action Pending,Unsanctioned,Lok Sabha,0,
a5503132,MP 0074,NA - development of public park,Normal/Others,Haryana,Haryana Constituency 74,IDA 0110,,,Block 5,,2023-08-07,1290034,Action Pending,Unsanctioned,Lok Sabha,0,
4d088a38,MP 0150,NA - construction of boundary wall for school,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 150,IDA 0366,,,,,2024-01-13,406522,Action Pending,Unsanctioned,Lok Sabha,0,
f46221c9,MP 0228,NA - development of public park,Normal/Others,Maharashtra,Maharashtra Constituency 228,IDA 0186,,,Block 1,,2024-01-12,1767063,Action Pending,Unsanctioned,Lok Sabha,0,
6d9ab860,MP 0057,NA - installation of hand pumps and borewells,Normal/Others,Karnataka,Karnataka Constituency 57,IDA 0119,,,,Village 47,2024-03-10,81440,Action Pending,Ongoing,Lok Sabha,0,
e84ff087,MP 0032,NA - renovation of government school building,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 32,IDA 0108,,,,,2023-08-24,962031,Action Pending,Completed,Lok Sabha,0,
29a3af81,MP 0021,NA - development of public park,Normal/Others,Haryana,Haryana Constituency 21,IDA 0097,,,,,2023-10-16,1886962,Action Pending,Unsanctioned,Rajya Sabha,0,
b7a75b11,MP 0163,NA - construction of boundary wall for school,Normal/Others,Karnataka,Karnataka Constituency 163,IDA 0062,,Ward 13,Block 3,Village 57,2023-09-06,690130,Approved by IDA,Ongoing,Lok Sabha,0,
cd2004c1,MP 0037,NA - development of public park,Normal/Others,Kerala,Kerala Constituency 37,IDA 0352,,,,,2023-09-10,1201102,Approved by IDA,Unsanctioned,Lok Sabha,0,
a5d319ec,MP 0087,NA - installation of street lights,Normal/Others,Kerala,Kerala Constituency 87,IDA 0044,,,Block 1,Village 34,2023-08-04,212932,Approved by IDA,Unsanctioned,Lok Sabha,0,
3d027964,MP 0108,NA - construction of public toilet complex,Normal/Others,Telangana,Telangana Constituency 108,IDA 0255,,,Block 15,Village 24,2023-10-02,665102,Action Pending,Unsanctioned,Lok Sabha,0,
49995273,MP 0197,NA - construction of community hall,Normal/Others,Delhi,Delhi Constituency 197,IDA 0324,,Ward 16,,Village 12,2023-08-21,2119079,Action Pending,Unsanctioned,Lok Sabha,0,
71869502,MP 0185,NA - installation of hand pumps and borewells,Normal/Others,Assam,Assam Constituency 185,IDA 0020,,,,Village 67,2023-11-05,475758,Approved by IDA,Unsanctioned,Rajya Sabha,1,structuring
a5942f33,MP 0030,NA - construction of community hall,Normal/Others,Odisha,Odisha Constituency 30,IDA 0095,,,,,2023-04-26,3208631,Approved by IDA,Ongoing,Lok Sabha,0,
7bc07290,MP 0201,NA - construction of cremation ground shed,Normal/Others,Maharashtra,Maharashtra Constituency 201,IDA 0107,,,Block 4,Village 74,2023-05-18,314053,Action Pending,Unsanctioned,Lok Sabha,0,
a9b915f8,MP 0192,NA - repair and renovation of anganwadi center,Normal/Others,Odisha,Odisha Constituency 192,IDA 0270,,,Block 8,Village 47,2023-04-03,614575,Approved by IDA,Sanctioned,Rajya Sabha,1,ghost_project
b0f84cd1,MP 0179,NA - construction of drainage system,Normal/Others,Rajasthan,Rajasthan Constituency 179,IDA 0000,,,Block 3,Village 90,2023-07-16,631618,Approved by IDA,Unsanctioned,Lok Sabha,0,
83af12f3,MP 0219,NA - installation of solar street lights,Normal/Others,Jharkhand,Jharkhand Constituency 219,IDA 0147,,,,Village 44,2023-07-10,466412,Approved by IDA,Unsanctioned,Rajya Sabha,0,
31a57715,MP 0124,NA - installation of street lights,Normal/Others,Assam,Assam Constituency 124,IDA 0395,,,,,2024-02-13,256870,Approved by IDA,Ongoing,Lok Sabha,0,
e344e2b3,MP 0195,NA - installation of solar street lights,Normal/Others,Haryana,Haryana Constituency 195,IDA 0025,,,Block 9,,2024-01-10,316287,Action Pending,Unsanctioned,Lok Sabha,0,
d8344c68,MP 0177,NA - installation of solar street lights,Normal/Others,Uttarakhand,Uttarakhand Constituency 177,IDA 0150,,,,,2023-06-11,195197,Rejected by IDA,Unsanctioned,Lok Sabha,0,
94a1fb92,MP 0223,NA - installation of CCTV surveillance system,Normal/Others,Jharkhand,Jharkhand Constituency 223,IDA 0314,,Ward 2,,,2024-03-06,184942,Approved by IDA,Unsanctioned,Rajya Sabha,0,
13f96dec,MP 0161,NA - installation of RO water purification unit,Normal/Others,Karnataka,Karnataka Constituency 161,IDA 0181,,,Block 6,,2023-12-03,242358,Action Pending,Completed,Rajya Sabha,0,
8ca8d90e,MP 0086,NA - installation of hand pumps and borewells,Normal/Others,Odisha,Odisha Constituency 86,IDA 0193,,,Block 12,Village 13,2024-03-29,151615,Action Pending,Unsanctioned,Lok Sabha,0,
85550830,MP 0163,NA - development of public park,Normal/Others,Karnataka,Karnataka Constituency 163,IDA 0280,,,,,2023-05-22,1778199,Approved by IDA,Sanctioned,Lok Sabha,1,ghost_project
d54b5f75,MP 0095,NA - installation of CCTV surveillance system,Normal/Others,Kerala,Kerala Constituency 95,IDA 0255,,,Block 9,,2023-12-28,433846,Approved by IDA,Sanctioned,Lok Sabha,0,
b4bbbdbb,MP 0247,NA - development of public park,Normal/Others,Haryana,Haryana Constituency 247,IDA 0118,,,,Village 8,2023-10-07,1747677,Approved by IDA,Unsanctioned,Rajya Sabha,0,
1f2b6e48,MP 0145,NA - construction of community hall,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 145,IDA 0048,,Ward 3,Block 4,Village 43,2023-10-08,3528632,Action Pending,Unsanctioned,Lok Sabha,0,
d227657d,MP 0187,NA - installation of solar street lights,Normal/Others,Assam,Assam Constituency 187,IDA 0142,,,,Village 72,2023-04-15,225839,Approved by IDA,Unsanctioned,Lok Sabha,0,
f8b857b2,MP 0046,NA - installation of RO water purification unit,Normal/Others,West Bengal,West Bengal Constituency 46,IDA 0066,,,,Village 51,2023-10-23,198772,Action Pending,Ongoing,Lok Sabha,0,
e21ceff6,MP 0178,NA - installation of CCTV surveillance system,Normal/Others,Jharkhand,Jharkhand Constituency 178,IDA 0013,,,,Village 97,2024-01-28,509452,Approved by IDA,Completed,Lok Sabha,0,
030913ae,MP 0244,NA - construction of community hall,Normal/Others,Karnataka,Karnataka Constituency 244,IDA 0339,,,,,2023-08-03,1590093,Action Pending,Unsanctioned,Lok Sabha,0,
3a8f44c1,MP 0149,NA - installation of solar street lights,Normal/Others,Telangana,Telangana Constituency 149,IDA 0181,,Ward 29,Block 3,Village 61,2024-02-15,429514,Action Pending,Unsanctioned,Rajya Sabha,0,
7a653b66,MP 0282,NA - repair of internal roads,Normal/Others,Delhi,Delhi Constituency 282,IDA 0074,,,,,2023-06-23,818566,Approved by IDA,Unsanctioned,Lok Sabha,0,
a7b5a6a2,MP 0011,NA - repair and renovation of anganwadi center,Normal/Others,Maharashtra,Maharashtra Constituency 11,IDA 0286,,,,Village 75,2024-03-25,653644,Action Pending,Unsanctioned,Lok Sabha,0,
5e26c762,MP 0002,NA - construction of cremation ground shed,Normal/Others,Gujarat,Gujarat Constituency 2,IDA 0014,,,Block 8,Village 19,2023-09-28,2706350,Approved by IDA,Unsanctioned,Rajya Sabha,1,overpricing
e778c749,MP 0254,NA - installation of solar street lights,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 254,IDA 0288,,Ward 2,Block 14,,2024-02-23,159671,Approved by IDA,Unsanctioned,Lok Sabha,0,
49e645ea,MP 0278,NA - installation of hand pumps and borewells,Normal/Others,Maharashtra,Maharashtra Constituency 278,IDA 0345,,Ward 12,Block 15,,2023-08-20,167762,Approved by IDA,Sanctioned,Lok Sabha,0,
cf06ddfa,MP 0082,NA - installation of hand pumps and borewells,Normal/Others,Odisha,Odisha Constituency 82,IDA 0069,,,,,2023-10-11,105356,Action Pending,Unsanctioned,Rajya Sabha,0,
6c06f867,MP 0090,NA - installation of CCTV surveillance system,Normal/Others,Rajasthan,Rajasthan Constituency 90,IDA 0079,,,Block 14,,2023-06-26,314813,Approved by IDA,Unsanctioned,Rajya Sabha,0,
aff395b4,MP 0228,NA - construction of community hall,Normal/Others,Maharashtra,Maharashtra Constituency 228,IDA 0278,,,,Village 79,2023-11-28,2848076,Action Pending,Completed,Rajya Sabha,0,
b51d82a7,MP 0209,NA - installation of hand pumps and borewells,Normal/Others,Gujarat,Gujarat Constituency 209,IDA 0188,,,Block 5,Village 55,2023-11-16,139174,Action Pending,Unsanctioned,Lok Sabha,0,
10e77a64,MP 0083,NA - installation of solar street lights,Normal/Others,Maharashtra,Maharashtra Constituency 83,IDA 0375,,Ward 6,,Village 49,2023-07-09,255023,Action Pending,Unsanctioned,Lok Sabha,0,
bb2dba82,MP 0171,NA - installation of street lights,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 171,IDA 0330,,,Block 2,,2023-10-22,270958,Approved by IDA,Unsanctioned,Lok Sabha,0,
b7f8d6b5,MP 0247,NA - construction of drainage system,Normal/Others,Haryana,Haryana Constituency 247,IDA 0358,,,,Village 92,2023-09-15,952266,Approved by IDA,Ongoing,Lok Sabha,0,
121cdcec,MP 0189,NA - repair of drinking water supply pipeline,Normal/Others,Karnataka,Karnataka Constituency 189,IDA 0184,,,Block 14,,2024-02-24,867083,Approved by IDA,Unsanctioned,Lok Sabha,0,
30c8cfd1,MP 0224,NA - installation of hand pumps and borewells,Normal/Others,Telangana,Telangana Constituency 224,IDA 0367,,,,,2023-09-25,478295,Action Pending,Unsanctioned,Rajya Sabha,1,structuring
291d086e,MP 0239,NA - renovation of government school building,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 239,IDA 0207,,,Block 7,Village 57,2023-08-09,1346199,Action Pending,Unsanctioned,Rajya Sabha,0,
9382c04d,MP 0178,NA - renovation of government school building,Normal/Others,Jharkhand,Jharkhand Constituency 178,IDA 0325,,,,,2023-04-03,767613,Action Pending,Unsanctioned,Rajya Sabha,0,
de1e7daf,MP 0091,NA - installation of CCTV surveillance system,Normal/Others,Delhi,Delhi Constituency 91,IDA 0382,,,Block 10,Village 13,2023-10-06,537957,Action Pending,Completed,Rajya Sabha,0,
5567db21,MP 0128,NA - installation of CCTV surveillance system,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 128,IDA 0089,,,Block 3,,2023-12-15,467914,Action Pending,Unsanctioned,Lok Sabha,0,
e5beaf5b,MP 0222,NA - installation of street lights,Normal/Others,West Bengal,West Bengal Constituency 222,IDA 0058,,,,Village 23,2024-03-11,250690,Action Pending,Unsanctioned,Lok Sabha,0,
0a83419b,MP 0089,NA - installation of street lights,Normal/Others,Bihar,Bihar Constituency 89,IDA 0207,,,Block 2,,2023-06-11,190333,Approved by IDA,Ongoing,Lok Sabha,0,
7f41dad0,MP 0277,NA - development of public park,Normal/Others,Haryana,Haryana Constituency 277,IDA 0250,,,,Village 77,2024-01-09,1136333,Action Pending,Unsanctioned,Lok Sabha,0,
f76c2501,MP 0088,NA - installation of solar street lights,Normal/Others,Gujarat,Gujarat Constituency 88,IDA 0283,,,Block 3,,2023-06-14,208666,Action Pending,Sanctioned,Rajya Sabha,0,
18263f31,MP 0066,NA - installation of CCTV surveillance system,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 66,IDA 0125,,,Block 9,,2023-07-21,265910,Action Pending,Unsanctioned,Lok Sabha,0,
0c61733d,MP 0227,NA - repair of drinking water supply pipeline,Normal/Others,Assam,Assam Constituency 227,IDA 0194,,,,,2023-05-24,1107334,Approved by IDA,Unsanctioned,Lok Sabha,0,
e82e39a1,MP 0191,NA - installation of solar street lights,Normal/Others,Bihar,Bihar Constituency 191,IDA 0009,,,Block 9,,2023-05-08,209651,Approved by IDA,Unsanctioned,Rajya Sabha,0,
68fa6f0c,MP 0042,NA - development of public park,Normal/Others,Gujarat,Gujarat Constituency 42,IDA 0152,,,,,2023-04-25,1703822,Action Pending,Unsanctioned,Lok Sabha,0,
b109c97a,MP 0262,NA - construction of boundary wall for school,Normal/Others,Kerala,Kerala Constituency 262,IDA 0132,,,,,2024-03-08,448187,Approved by IDA,Unsanctioned,Lok Sabha,0,
a139d0bb,MP 0198,NA - installation of CCTV surveillance system,Normal/Others,Karnataka,Karnataka Constituency 198,IDA 0239,,,,,2024-01-12,381836,Action Pending,Sanctioned,Lok Sabha,0,
2192499d,MP 0249,NA - installation of street lights,Normal/Others,Maharashtra,Maharashtra Constituency 249,IDA 0234,,,Block 11,,2023-04-16,233040,Approved by IDA,Ongoing,Lok Sabha,0,
628f9b6b,MP 0056,NA - installation of solar street lights,Normal/Others,Maharashtra,Maharashtra Constituency 56,IDA 0184,,,,,2023-06-27,1414492,Approved by IDA,Unsanctioned,Lok Sabha,1,overpricing
f5b1b581,MP 0246,NA - development of public park,Normal/Others,Assam,Assam Constituency 246,IDA 0387,,Ward 5,,Village 63,2023-10-31,963986,Action Pending,Sanctioned,Rajya Sabha,0,
2c050100,MP 0193,NA - construction of cremation ground shed,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 193,IDA 0147,,,,Village 30,2024-01-16,296967,Approved by IDA,Sanctioned,Lok Sabha,0,
add3dd8c,MP 0085,NA - installation of RO water purification unit,Normal/Others,Maharashtra,Maharashtra Constituency 85,IDA 0207,,,,Village 53,2024-01-08,110890,Approved by IDA,Unsanctioned,Lok Sabha,0,
35e074c1,MP 0096,NA - installation of CCTV surveillance system,Normal/Others,Assam,Assam Constituency 96,IDA 0335,,,Block 15,,2023-05-14,170664,Action Pending,Unsanctioned,Lok Sabha,0,
4af0acde,MP 0047,NA - installation of street lights,Normal/Others,Kerala,Kerala Constituency 47,IDA 0310,,,Block 4,,2023-05-04,198218,Approved by IDA,Unsanctioned,Lok Sabha,0,
dad63c65,MP 0244,NA - installation of street lights,Normal/Others,Karnataka,Karnataka Constituency 244,IDA 0045,,Ward 13,Block 3,,2023-06-01,255205,Action Pending,Unsanctioned,Lok Sabha,0,
09c5e2c2,MP 0027,NA - development of public park,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 27,IDA 0335,,,,Village 40,2023-11-23,7509490,Action Pending,Unsanctioned,Rajya Sabha,1,overpricing
f7984a87,MP 0015,NA - installation of CCTV surveillance system,Normal/Others,Karnataka,Karnataka Constituency 15,IDA 0247,,,Block 10,Village 76,2023-09-29,414336,Approved by IDA,Unsanctioned,Lok Sabha,0,
017be9ea,MP 0230,NA - construction of boundary wall for school,Normal/Others,Maharashtra,Maharashtra Constituency 230,IDA 0203,,,,Village 33,2023-07-01,803337,Action Pending,Unsanctioned,Lok Sabha,0,
bf5d9eee,MP 0118,NA - construction of boundary wall for school,Normal/Others,Jharkhand,Jharkhand Constituency 118,IDA 0354,,Ward 26,,,2023-05-04,482092,Approved by IDA,Ongoing,Lok Sabha,1,ghost_project
e5e7ed7e,MP 0079,NA - repair of drinking water supply pipeline,Normal/Others,Gujarat,Gujarat Constituency 79,IDA 0330,,Ward 4,,Village 53,2023-05-09,1093669,Approved by IDA,Sanctioned,Lok Sabha,0,
416f34eb,MP 0161,NA - construction of boundary wall for school,Normal/Others,Karnataka,Karnataka Constituency 161,IDA 0013,,,Block 10,Village 25,2023-07-11,743353,Action Pending,Sanctioned,Lok Sabha,0,
7cfe2138,MP 0039,NA - installation of RO water purification unit,Normal/Others,Telangana,Telangana Constituency 39,IDA 0034,,,Block 7,,2023-07-28,1060163,Action Pending,Unsanctioned,Lok Sabha,1,overpricing
0f403f1a,MP 0121,NA - installation of solar street lights,Normal/Others,Kerala,Kerala Constituency 121,IDA 0121,,Ward 3,,Village 68,2023-05-21,292983,Approved by IDA,Sanctioned,Lok Sabha,1,ghost_project
8b049e2a,MP 0091,NA - construction of cremation ground shed,Normal/Others,Delhi,Delhi Constituency 91,IDA 0004,,,,Village 60,2023-11-24,582600,Action Pending,Ongoing,Rajya Sabha,0,
d71133eb,MP 0004,NA - installation of hand pumps and borewells,Normal/Others,Karnataka,Karnataka Constituency 4,IDA 0132,,,Block 12,,2023-10-04,98313,Action Pending,Unsanctioned,Lok Sabha,0,
6e8f6080,MP 0141,NA - construction of public toilet complex,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 141,IDA 0164,,Ward 20,Block 4,,2023-11-16,963441,Approved by IDA,Unsanctioned,Rajya Sabha,1,structuring
930ea813,MP 0088,NA - repair and renovation of anganwadi center,Normal/Others,Gujarat,Gujarat Constituency 88,IDA 0190,,,,Village 82,2023-06-15,617368,Approved by IDA,Completed,Rajya Sabha,0,
b99dbfac,MP 0086,NA - construction of community hall,Normal/Others,Odisha,Odisha Constituency 86,IDA 0273,,Ward 1,Block 10,,2023-12-28,2661960,Action Pending,Ongoing,Lok Sabha,0,
ae720c3e,MP 0212,NA - repair of drinking water supply pipeline,Normal/Others,Haryana,Haryana Constituency 212,IDA 0313,,,,Village 61,2023-04-16,1187233,Approved by IDA,Ongoing,Rajya Sabha,1,ghost_project
a83c52e1,MP 0255,NA - repair and renovation of anganwadi center,Normal/Others,Jharkhand,Jharkhand Constituency 255,IDA 0397,,Ward 28,Block 11,,2023-11-18,219181,Rejected by IDA,Unsanctioned,Lok Sabha,0,
1dac3b46,MP 0176,NA - installation of street lights,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 176,IDA 0302,,Ward 29,Block 15,,2023-04-24,158442,Approved by IDA,Unsanctioned,Lok Sabha,0,
52e0a345,MP 0289,NA - installation of street lights,Normal/Others,Bihar,Bihar Constituency 289,IDA 0054,,,Block 14,,2023-10-17,198014,Approved by IDA,Unsanctioned,Lok Sabha,0,
b27c12b3,MP 0052,NA - construction of community hall,Normal/Others,Telangana,Telangana Constituency 52,IDA 0164,,,,,2023-10-23,3752828,Approved by IDA,Unsanctioned,Rajya Sabha,0,
0675e31d,MP 0068,NA - installation of CCTV surveillance system,Normal/Others,Telangana,Telangana Constituency 68,IDA 0244,,,Block 12,Village 60,2023-10-22,225516,Action Pending,Completed,Lok Sabha,0,
9b5a9ee1,MP 0160,NA - repair and renovation of anganwadi center,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 160,IDA 0372,,,,Village 15,2023-04-21,698850,Action Pending,Ongoing,Lok Sabha,1,duplicate
05989e25,MP 0045,NA - installation of solar street lights,Normal/Others,Haryana,Haryana Constituency 45,IDA 0103,,,Block 14,Village 3,2023-10-26,224728,Action Pending,Unsanctioned,Lok Sabha,0,
787efa6a,MP 0125,NA - installation of hand pumps and borewells,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 125,IDA 0355,,,,Village 13,2023-06-22,194598,Approved by IDA,Completed,Lok Sabha,0,
7e8cd0ee,MP 0221,NA - construction of public toilet complex,Normal/Others,West Bengal,West Bengal Constituency 221,IDA 0085,,,,,2023-11-24,571808,Action Pending,Unsanctioned,Lok Sabha,0,
0a022559,MP 0047,NA - installation of CCTV surveillance system,Normal/Others,Kerala,Kerala Constituency 47,IDA 0364,,,Block 4,Village 81,2023-04-07,422506,Action Pending,Unsanctioned,Rajya Sabha,0,
4b244c25,MP 0228,NA - installation of CCTV surveillance system,Normal/Others,Maharashtra,Maharashtra Constituency 228,IDA 0145,,,,Village 93,2023-12-21,484512,Action Pending,Unsanctioned,Lok Sabha,1,duplicate
103e4e19,MP 0288,NA - installation of RO water purification unit,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 288,IDA 0059,,,,Village 19,2024-01-01,153683,Approved by IDA,Unsanctioned,Lok Sabha,0,
